Area;Key;Comment;Default language;Comment.fi-FI;.fi-FI;Comment.sv-SE;.sv-SE
Plan;lifecycle__req_spatialplan_class_allowed;Only one plan allowed in the approved, entered into force and valid life-cycle phases.;Only one plan allowed in the {0} life-cycle status.;;Vain yksi kaava sallittu {0}-elinkaaritilassa.;;Endast en plan är tillåten vid livscykelstatus {0}.
Plan;lifecycle__req_spatialplan_lifecycles_unity;Classes under the Plan class must be in the same Plan class life-cycle status up to the Approved plan life-cycle status. After this, objects under the Plan class may be in the subject to a complaint or cancelled life-cycle status depending on the planning process decisions to be made.;Code value for the {0} class’s life-cycle status attribute not allowed. Must be in the {1} life-cycle status according to the Plan class.;;{0}-luokan elinkaaritila-attribuutin koodiarvo ei-sallittu. Tulee olla Kaava-luokan mukaisessa {1}-elinkaaritilassa.;;Kodvärdet för attributet livscykelstatus i klassen {0} är inte tillåtet. Ska ha i livscykelstatus {1} enligt plan-klassen.
Plan;lifecycle__req_spatialplan_not_allowed_lifecycle;The Plan class is not allowed if the life-cycle status is Initiated, Subject to a complaint, Subject to a rectification reminder or Subject to a rectification reminder and subject to a complaint.;The Plan class is not allowed if the life-cycle status is {0}.;;Kaava-luokka ei sallittu, jos elinkaaritila on {0}.;;Planklass inte tillåten om livscykelstatus är {0}.
Plan;lifecycle__req_spatialplan_not_null_lifecycle;The Plan class cannot be empty if the life-cycle status is Plan proposal, Amended plan proposal, Approved plan, Entered into force, Valid.;The Plan class cannot be empty if the life-cycle status is {0}.;;Kaava-luokka ei saa olla tyhjä, jos elinkaaritila on {0}.;;Planklassen får inte vara tom om livscykelstatus är {0}.
Plan;lifecycle__req_spatialplancasedecision_not_empty_lifecycle;The decision class information must be included in the approved, entered into force and valid life-cycle phases.;PlanMatterDecision cannot be empty in the {0} life-cycle status.;;KaavaAsianPäätös ei saa olla tyhjä {0}-elinkaaritilassa.;;PlanÄrendeBeslutet får inte vara tomt vid livscykelstatus {0}.
Plan;quality__additionalinfotype_temporaryregulation;;"When type of plan regulation has ""Temporary building restriction"" or  ""Fixed-term prohibition on constructing a building"" then AdditionalInformationType must be http://uri.suomi.fi/codelist/rytj/RY_Kaavamaarayksen_Lisatiedonlaji/code/valiaikainenMaarays";;"Kun kaavamääräyslaji on ""maaraAikainenRakentamisrajoitus "" tai  ""maaraAikainenKieltoRakennuksenRakentamiseksi "" silloin lisätiedon lajin tulee olla http://uri.suomi.fi/codelist/rytj/RY_Kaavamaarayksen_Lisatiedonlaji/code/valiaikainenMaarays";;
Plan;quality__geom_validity_geometry_must_be_provided_when_partially_cancelling_object;;The valid geometry of the partially cancelling object must be given.;;Osittain kumottavan kaavankohteen voimassa oleva geometria tulee olla annettu.;;
Plan;quality__permanent_land_use_restriction_identifier_mismatch;The permanentLandUseRestrictionIdentifier given in the URI parameter does not match the value of the permanentLandUseRestrictionIdentifier attribute.;The permanentLandUseRestrictionIdentifier given in the URI parameter does not match the value of the permanentLandUseRestrictionIdentifier attribute.;;URI-parametrissa annettu permanentLandUseRestrictionIdentifier ei vastaa permanentLandUseRestrictionIdentifier-attribuutin arvoa.;;
Plan;quality__rec_codelist_spatialplanregulationtype_plantype_conformity;The plan regulation type codes are classified by the plan type according to which they should be used. You can find the classification in the Plan regulation type code list’s Extensions tab (Local detailed plan, local master plan and regional land use plan).;Plan regulation type code not allowed in the {0} plan type;;Kaavamääräyslaji-koodi ei ole sallittu {0}-kaavalajilla;;Typ av planbestämmelse-kod är inte tillåten för Typ av plan {0}
Plan;quality__rec_master_plan_cancelling_detailed_plan;;Cancelling plan is of type local master plan but the cancelled plan has local detailed plan.;;Kumoava kaava on kaavalajiltaan yleiskaava mutta kumoutuva kaava kaavalajia asemakaava.;;
Plan;quality__reg_geom_plansrid_mismatch;{0} = srid;Kaikkien kaavakohteiden geometrioiden srid on oltava kaavan geometrian srid:n mukainen. Kohteiden srid oltava {0};;Kaikkien kaavakohteiden geometrioiden srid on oltava kaavan geometrian srid:n mukainen. Kohteiden srid oltava {0};;
Plan;quality__reg_permanentidentifier_mismatch;;URI-parametrissa annettu pysyvän kaavatunnuksen arvo ei vastaa tallennussanoman pysyvää kaavatunnusta.;;URI-parametrissa annettu pysyvän kaavatunnuksen arvo ei vastaa tallennussanoman pysyvää kaavatunnusta.;;
